value,coordinates,summary,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
11.897,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T01:00:00Z,2025-11-06T02:00:00+01:00,2025-11-06T02:00:00Z,2025-11-06T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T01:00:00Z,2025-11-06T02:00:00+01:00,2025-11-06T02:00:00Z,2025-11-06T03:00:00+01:00
10.324,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T02:00:00Z,2025-11-06T03:00:00+01:00,2025-11-06T03:00:00Z,2025-11-06T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T02:00:00Z,2025-11-06T03:00:00+01:00,2025-11-06T03:00:00Z,2025-11-06T04:00:00+01:00
7.661,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T03:00:00Z,2025-11-06T04:00:00+01:00,2025-11-06T04:00:00Z,2025-11-06T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T03:00:00Z,2025-11-06T04:00:00+01:00,2025-11-06T04:00:00Z,2025-11-06T05:00:00+01:00
8.004,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T05:00:00Z,2025-11-06T06:00:00+01:00,2025-11-06T06:00:00Z,2025-11-06T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T05:00:00Z,2025-11-06T06:00:00+01:00,2025-11-06T06:00:00Z,2025-11-06T07:00:00+01:00
7.031,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T06:00:00Z,2025-11-06T07:00:00+01:00,2025-11-06T07:00:00Z,2025-11-06T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T06:00:00Z,2025-11-06T07:00:00+01:00,2025-11-06T07:00:00Z,2025-11-06T08:00:00+01:00
13.036,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T07:00:00Z,2025-11-06T08:00:00+01:00,2025-11-06T08:00:00Z,2025-11-06T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T07:00:00Z,2025-11-06T08:00:00+01:00,2025-11-06T08:00:00Z,2025-11-06T09:00:00+01:00
19.507,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T08:00:00Z,2025-11-06T09:00:00+01:00,2025-11-06T09:00:00Z,2025-11-06T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T08:00:00Z,2025-11-06T09:00:00+01:00,2025-11-06T09:00:00Z,2025-11-06T10:00:00+01:00
15.778,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T09:00:00Z,2025-11-06T10:00:00+01:00,2025-11-06T10:00:00Z,2025-11-06T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T09:00:00Z,2025-11-06T10:00:00+01:00,2025-11-06T10:00:00Z,2025-11-06T11:00:00+01:00
12.122,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T10:00:00Z,2025-11-06T11:00:00+01:00,2025-11-06T11:00:00Z,2025-11-06T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T10:00:00Z,2025-11-06T11:00:00+01:00,2025-11-06T11:00:00Z,2025-11-06T12:00:00+01:00
15.966,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T11:00:00Z,2025-11-06T12:00:00+01:00,2025-11-06T12:00:00Z,2025-11-06T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T11:00:00Z,2025-11-06T12:00:00+01:00,2025-11-06T12:00:00Z,2025-11-06T13:00:00+01:00
16.695,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T12:00:00Z,2025-11-06T13:00:00+01:00,2025-11-06T13:00:00Z,2025-11-06T14:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T12:00:00Z,2025-11-06T13:00:00+01:00,2025-11-06T13:00:00Z,2025-11-06T14:00:00+01:00
10.823,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T13:00:00Z,2025-11-06T14:00:00+01:00,2025-11-06T14:00:00Z,2025-11-06T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T13:00:00Z,2025-11-06T14:00:00+01:00,2025-11-06T14:00:00Z,2025-11-06T15:00:00+01:00
11.673,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T14:00:00Z,2025-11-06T15:00:00+01:00,2025-11-06T15:00:00Z,2025-11-06T16:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T14:00:00Z,2025-11-06T15:00:00+01:00,2025-11-06T15:00:00Z,2025-11-06T16:00:00+01:00
18.045,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T15:00:00Z,2025-11-06T16:00:00+01:00,2025-11-06T16:00:00Z,2025-11-06T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T15:00:00Z,2025-11-06T16:00:00+01:00,2025-11-06T16:00:00Z,2025-11-06T17:00:00+01:00
19.291,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T16:00:00Z,2025-11-06T17:00:00+01:00,2025-11-06T17:00:00Z,2025-11-06T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T16:00:00Z,2025-11-06T17:00:00+01:00,2025-11-06T17:00:00Z,2025-11-06T18:00:00+01:00
16.954,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T17:00:00Z,2025-11-06T18:00:00+01:00,2025-11-06T18:00:00Z,2025-11-06T19:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T17:00:00Z,2025-11-06T18:00:00+01:00,2025-11-06T18:00:00Z,2025-11-06T19:00:00+01:00
21.204,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T18:00:00Z,2025-11-06T19:00:00+01:00,2025-11-06T19:00:00Z,2025-11-06T20:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T18:00:00Z,2025-11-06T19:00:00+01:00,2025-11-06T19:00:00Z,2025-11-06T20:00:00+01:00
25.0,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T20:00:00Z,2025-11-06T21:00:00+01:00,2025-11-06T21:00:00Z,2025-11-06T22:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T20:00:00Z,2025-11-06T21:00:00+01:00,2025-11-06T21:00:00Z,2025-11-06T22:00:00+01:00
25.915,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T21:00:00Z,2025-11-06T22:00:00+01:00,2025-11-06T22:00:00Z,2025-11-06T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T21:00:00Z,2025-11-06T22:00:00+01:00,2025-11-06T22:00:00Z,2025-11-06T23:00:00+01:00
24.011,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T22:00:00Z,2025-11-06T23:00:00+01:00,2025-11-06T23:00:00Z,2025-11-07T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T22:00:00Z,2025-11-06T23:00:00+01:00,2025-11-06T23:00:00Z,2025-11-07T00:00:00+01:00
20.092,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-06T23:00:00Z,2025-11-07T00:00:00+01:00,2025-11-07T00:00:00Z,2025-11-07T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-06T23:00:00Z,2025-11-07T00:00:00+01:00,2025-11-07T00:00:00Z,2025-11-07T01:00:00+01:00
23.243,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T00:00:00Z,2025-11-07T01:00:00+01:00,2025-11-07T01:00:00Z,2025-11-07T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T00:00:00Z,2025-11-07T01:00:00+01:00,2025-11-07T01:00:00Z,2025-11-07T02:00:00+01:00
20.898,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T01:00:00Z,2025-11-07T02:00:00+01:00,2025-11-07T02:00:00Z,2025-11-07T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T01:00:00Z,2025-11-07T02:00:00+01:00,2025-11-07T02:00:00Z,2025-11-07T03:00:00+01:00
19.354,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T02:00:00Z,2025-11-07T03:00:00+01:00,2025-11-07T03:00:00Z,2025-11-07T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T02:00:00Z,2025-11-07T03:00:00+01:00,2025-11-07T03:00:00Z,2025-11-07T04:00:00+01:00
19.456,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T03:00:00Z,2025-11-07T04:00:00+01:00,2025-11-07T04:00:00Z,2025-11-07T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T03:00:00Z,2025-11-07T04:00:00+01:00,2025-11-07T04:00:00Z,2025-11-07T05:00:00+01:00
21.729,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T04:00:00Z,2025-11-07T05:00:00+01:00,2025-11-07T05:00:00Z,2025-11-07T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T04:00:00Z,2025-11-07T05:00:00+01:00,2025-11-07T05:00:00Z,2025-11-07T06:00:00+01:00
25.044,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T05:00:00Z,2025-11-07T06:00:00+01:00,2025-11-07T06:00:00Z,2025-11-07T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T05:00:00Z,2025-11-07T06:00:00+01:00,2025-11-07T06:00:00Z,2025-11-07T07:00:00+01:00
25.753,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T06:00:00Z,2025-11-07T07:00:00+01:00,2025-11-07T07:00:00Z,2025-11-07T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T06:00:00Z,2025-11-07T07:00:00+01:00,2025-11-07T07:00:00Z,2025-11-07T08:00:00+01:00
34.402,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T07:00:00Z,2025-11-07T08:00:00+01:00,2025-11-07T08:00:00Z,2025-11-07T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T07:00:00Z,2025-11-07T08:00:00+01:00,2025-11-07T08:00:00Z,2025-11-07T09:00:00+01:00
35.633,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T08:00:00Z,2025-11-07T09:00:00+01:00,2025-11-07T09:00:00Z,2025-11-07T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T08:00:00Z,2025-11-07T09:00:00+01:00,2025-11-07T09:00:00Z,2025-11-07T10:00:00+01:00
26.027,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T09:00:00Z,2025-11-07T10:00:00+01:00,2025-11-07T10:00:00Z,2025-11-07T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T09:00:00Z,2025-11-07T10:00:00+01:00,2025-11-07T10:00:00Z,2025-11-07T11:00:00+01:00
22.464,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T10:00:00Z,2025-11-07T11:00:00+01:00,2025-11-07T11:00:00Z,2025-11-07T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T10:00:00Z,2025-11-07T11:00:00+01:00,2025-11-07T11:00:00Z,2025-11-07T12:00:00+01:00
21.473,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T11:00:00Z,2025-11-07T12:00:00+01:00,2025-11-07T12:00:00Z,2025-11-07T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T11:00:00Z,2025-11-07T12:00:00+01:00,2025-11-07T12:00:00Z,2025-11-07T13:00:00+01:00
24.344,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T12:00:00Z,2025-11-07T13:00:00+01:00,2025-11-07T13:00:00Z,2025-11-07T14:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T12:00:00Z,2025-11-07T13:00:00+01:00,2025-11-07T13:00:00Z,2025-11-07T14:00:00+01:00
22.857,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T13:00:00Z,2025-11-07T14:00:00+01:00,2025-11-07T14:00:00Z,2025-11-07T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T13:00:00Z,2025-11-07T14:00:00+01:00,2025-11-07T14:00:00Z,2025-11-07T15:00:00+01:00
22.634,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T14:00:00Z,2025-11-07T15:00:00+01:00,2025-11-07T15:00:00Z,2025-11-07T16:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T14:00:00Z,2025-11-07T15:00:00+01:00,2025-11-07T15:00:00Z,2025-11-07T16:00:00+01:00
24.094,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T15:00:00Z,2025-11-07T16:00:00+01:00,2025-11-07T16:00:00Z,2025-11-07T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T15:00:00Z,2025-11-07T16:00:00+01:00,2025-11-07T16:00:00Z,2025-11-07T17:00:00+01:00
25.781,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T16:00:00Z,2025-11-07T17:00:00+01:00,2025-11-07T17:00:00Z,2025-11-07T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T16:00:00Z,2025-11-07T17:00:00+01:00,2025-11-07T17:00:00Z,2025-11-07T18:00:00+01:00
26.152,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T17:00:00Z,2025-11-07T18:00:00+01:00,2025-11-07T18:00:00Z,2025-11-07T19:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T17:00:00Z,2025-11-07T18:00:00+01:00,2025-11-07T18:00:00Z,2025-11-07T19:00:00+01:00
32.032,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T18:00:00Z,2025-11-07T19:00:00+01:00,2025-11-07T19:00:00Z,2025-11-07T20:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T18:00:00Z,2025-11-07T19:00:00+01:00,2025-11-07T19:00:00Z,2025-11-07T20:00:00+01:00
37.135,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-07T23:00:00Z,2025-11-08T00:00:00+01:00,2025-11-08T00:00:00Z,2025-11-08T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-07T23:00:00Z,2025-11-08T00:00:00+01:00,2025-11-08T00:00:00Z,2025-11-08T01:00:00+01:00
40.266,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T00:00:00Z,2025-11-08T01:00:00+01:00,2025-11-08T01:00:00Z,2025-11-08T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T00:00:00Z,2025-11-08T01:00:00+01:00,2025-11-08T01:00:00Z,2025-11-08T02:00:00+01:00
39.454,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T01:00:00Z,2025-11-08T02:00:00+01:00,2025-11-08T02:00:00Z,2025-11-08T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T01:00:00Z,2025-11-08T02:00:00+01:00,2025-11-08T02:00:00Z,2025-11-08T03:00:00+01:00
32.58,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T02:00:00Z,2025-11-08T03:00:00+01:00,2025-11-08T03:00:00Z,2025-11-08T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T02:00:00Z,2025-11-08T03:00:00+01:00,2025-11-08T03:00:00Z,2025-11-08T04:00:00+01:00
30.481,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T03:00:00Z,2025-11-08T04:00:00+01:00,2025-11-08T04:00:00Z,2025-11-08T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T03:00:00Z,2025-11-08T04:00:00+01:00,2025-11-08T04:00:00Z,2025-11-08T05:00:00+01:00
30.247,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T04:00:00Z,2025-11-08T05:00:00+01:00,2025-11-08T05:00:00Z,2025-11-08T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T04:00:00Z,2025-11-08T05:00:00+01:00,2025-11-08T05:00:00Z,2025-11-08T06:00:00+01:00
30.8,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T05:00:00Z,2025-11-08T06:00:00+01:00,2025-11-08T06:00:00Z,2025-11-08T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T05:00:00Z,2025-11-08T06:00:00+01:00,2025-11-08T06:00:00Z,2025-11-08T07:00:00+01:00
26.847,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T06:00:00Z,2025-11-08T07:00:00+01:00,2025-11-08T07:00:00Z,2025-11-08T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T06:00:00Z,2025-11-08T07:00:00+01:00,2025-11-08T07:00:00Z,2025-11-08T08:00:00+01:00
24.951,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T07:00:00Z,2025-11-08T08:00:00+01:00,2025-11-08T08:00:00Z,2025-11-08T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T07:00:00Z,2025-11-08T08:00:00+01:00,2025-11-08T08:00:00Z,2025-11-08T09:00:00+01:00
26.903,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T08:00:00Z,2025-11-08T09:00:00+01:00,2025-11-08T09:00:00Z,2025-11-08T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T08:00:00Z,2025-11-08T09:00:00+01:00,2025-11-08T09:00:00Z,2025-11-08T10:00:00+01:00
30.197,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T09:00:00Z,2025-11-08T10:00:00+01:00,2025-11-08T10:00:00Z,2025-11-08T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T09:00:00Z,2025-11-08T10:00:00+01:00,2025-11-08T10:00:00Z,2025-11-08T11:00:00+01:00
27.992,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T10:00:00Z,2025-11-08T11:00:00+01:00,2025-11-08T11:00:00Z,2025-11-08T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T10:00:00Z,2025-11-08T11:00:00+01:00,2025-11-08T11:00:00Z,2025-11-08T12:00:00+01:00
18.354,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T11:00:00Z,2025-11-08T12:00:00+01:00,2025-11-08T12:00:00Z,2025-11-08T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T11:00:00Z,2025-11-08T12:00:00+01:00,2025-11-08T12:00:00Z,2025-11-08T13:00:00+01:00
16.244,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T12:00:00Z,2025-11-08T13:00:00+01:00,2025-11-08T13:00:00Z,2025-11-08T14:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T12:00:00Z,2025-11-08T13:00:00+01:00,2025-11-08T13:00:00Z,2025-11-08T14:00:00+01:00
19.387,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T13:00:00Z,2025-11-08T14:00:00+01:00,2025-11-08T14:00:00Z,2025-11-08T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T13:00:00Z,2025-11-08T14:00:00+01:00,2025-11-08T14:00:00Z,2025-11-08T15:00:00+01:00
19.093,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T14:00:00Z,2025-11-08T15:00:00+01:00,2025-11-08T15:00:00Z,2025-11-08T16:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T14:00:00Z,2025-11-08T15:00:00+01:00,2025-11-08T15:00:00Z,2025-11-08T16:00:00+01:00
19.615,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T15:00:00Z,2025-11-08T16:00:00+01:00,2025-11-08T16:00:00Z,2025-11-08T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T15:00:00Z,2025-11-08T16:00:00+01:00,2025-11-08T16:00:00Z,2025-11-08T17:00:00+01:00
19.541,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T16:00:00Z,2025-11-08T17:00:00+01:00,2025-11-08T17:00:00Z,2025-11-08T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T16:00:00Z,2025-11-08T17:00:00+01:00,2025-11-08T17:00:00Z,2025-11-08T18:00:00+01:00
22.578,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T17:00:00Z,2025-11-08T18:00:00+01:00,2025-11-08T18:00:00Z,2025-11-08T19:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T17:00:00Z,2025-11-08T18:00:00+01:00,2025-11-08T18:00:00Z,2025-11-08T19:00:00+01:00
19.468,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T20:00:00Z,2025-11-08T21:00:00+01:00,2025-11-08T21:00:00Z,2025-11-08T22:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T20:00:00Z,2025-11-08T21:00:00+01:00,2025-11-08T21:00:00Z,2025-11-08T22:00:00+01:00
18.841,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T21:00:00Z,2025-11-08T22:00:00+01:00,2025-11-08T22:00:00Z,2025-11-08T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T21:00:00Z,2025-11-08T22:00:00+01:00,2025-11-08T22:00:00Z,2025-11-08T23:00:00+01:00
18.801,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T22:00:00Z,2025-11-08T23:00:00+01:00,2025-11-08T23:00:00Z,2025-11-09T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T22:00:00Z,2025-11-08T23:00:00+01:00,2025-11-08T23:00:00Z,2025-11-09T00:00:00+01:00
16.652,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-08T23:00:00Z,2025-11-09T00:00:00+01:00,2025-11-09T00:00:00Z,2025-11-09T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-08T23:00:00Z,2025-11-09T00:00:00+01:00,2025-11-09T00:00:00Z,2025-11-09T01:00:00+01:00
17.074,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T00:00:00Z,2025-11-09T01:00:00+01:00,2025-11-09T01:00:00Z,2025-11-09T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T00:00:00Z,2025-11-09T01:00:00+01:00,2025-11-09T01:00:00Z,2025-11-09T02:00:00+01:00
19.091,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T01:00:00Z,2025-11-09T02:00:00+01:00,2025-11-09T02:00:00Z,2025-11-09T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T01:00:00Z,2025-11-09T02:00:00+01:00,2025-11-09T02:00:00Z,2025-11-09T03:00:00+01:00
14.274,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T02:00:00Z,2025-11-09T03:00:00+01:00,2025-11-09T03:00:00Z,2025-11-09T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T02:00:00Z,2025-11-09T03:00:00+01:00,2025-11-09T03:00:00Z,2025-11-09T04:00:00+01:00
10.216,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T03:00:00Z,2025-11-09T04:00:00+01:00,2025-11-09T04:00:00Z,2025-11-09T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T03:00:00Z,2025-11-09T04:00:00+01:00,2025-11-09T04:00:00Z,2025-11-09T05:00:00+01:00
10.232,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T04:00:00Z,2025-11-09T05:00:00+01:00,2025-11-09T05:00:00Z,2025-11-09T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T04:00:00Z,2025-11-09T05:00:00+01:00,2025-11-09T05:00:00Z,2025-11-09T06:00:00+01:00
10.286,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T05:00:00Z,2025-11-09T06:00:00+01:00,2025-11-09T06:00:00Z,2025-11-09T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T05:00:00Z,2025-11-09T06:00:00+01:00,2025-11-09T06:00:00Z,2025-11-09T07:00:00+01:00
10.985,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T06:00:00Z,2025-11-09T07:00:00+01:00,2025-11-09T07:00:00Z,2025-11-09T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T06:00:00Z,2025-11-09T07:00:00+01:00,2025-11-09T07:00:00Z,2025-11-09T08:00:00+01:00
11.952,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T07:00:00Z,2025-11-09T08:00:00+01:00,2025-11-09T08:00:00Z,2025-11-09T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T07:00:00Z,2025-11-09T08:00:00+01:00,2025-11-09T08:00:00Z,2025-11-09T09:00:00+01:00
12.562,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T08:00:00Z,2025-11-09T09:00:00+01:00,2025-11-09T09:00:00Z,2025-11-09T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T08:00:00Z,2025-11-09T09:00:00+01:00,2025-11-09T09:00:00Z,2025-11-09T10:00:00+01:00
14.065,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T09:00:00Z,2025-11-09T10:00:00+01:00,2025-11-09T10:00:00Z,2025-11-09T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T09:00:00Z,2025-11-09T10:00:00+01:00,2025-11-09T10:00:00Z,2025-11-09T11:00:00+01:00
14.509,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T10:00:00Z,2025-11-09T11:00:00+01:00,2025-11-09T11:00:00Z,2025-11-09T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T10:00:00Z,2025-11-09T11:00:00+01:00,2025-11-09T11:00:00Z,2025-11-09T12:00:00+01:00
12.402,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-09T11:00:00Z,2025-11-09T12:00:00+01:00,2025-11-09T12:00:00Z,2025-11-09T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-09T11:00:00Z,2025-11-09T12:00:00+01:00,2025-11-09T12:00:00Z,2025-11-09T13:00:00+01:00
